sample_id,stratum,stratum_name,x,y,f_built,f_green,slope_mean,dist_coast_km,dist_core_km,bld_count,bld_cov,far,mean_floors,bld_mean_area,bld_mean_shape,bld_orient,str_len_km_400,str_dens_400,node_dens_400,inter_dens_400,mean_seg_400,orient_ent_400,str_len_km_800,str_dens_800,node_dens_800,inter_dens_800,mean_seg_800,orient_ent_800,lst_summer,svi,elderly_share,age_dependency,cluster
2212,5,hillside_incremental,503875.0,4249375.0,0.9071999788284302,0.092799998819828,13.312115240326005,1.6174010611112757,7.933057918926649,108,0.3089950126526017,1.3811002821903533,4.037037037037037,206.66682526414863,1.2544514431414937,5.242148835834895,8.985961785085511,17.877002956640382,535.158496146498,206.9014260194639,28.08113057839222,0.7333464633182994,27.05883052549989,13.45795822630992,365.0616507170349,134.28698323378669,30.43737966872878,0.8112749129016856,43.30276351928711,0.2569141568790833,0.2048912154424995,0.4691180004806536,1
2213,5,hillside_incremental,504125.0,4249375.0,0.9552000164985656,0.0448000021278858,10.631698556785798,1.525406339772643,7.701685587453293,173,0.3749844225094123,0.8628961637416463,1.976878612716763,153.68543063973937,1.2186759885199414,10.547267709511196,6.3905726670076,12.713640364277705,350.1408748021697,155.17606951459794,30.431298414321905,0.7616024738055358,25.86391894570302,12.863657962302367,351.1355931964941,137.27113841675973,29.83150974129529,0.8400492189139498,43.54278930664063,0.2569141568790833,0.2048912154424995,0.4691180004806536,1
2214,5,hillside_incremental,504375.0,4249375.0,0.9679999947547911,0.0320000015199184,14.971493645182187,1.461651656310352,7.471513489978235,213,0.4086857113211361,1.2592487053884882,2.835680751173709,136.49780918379892,1.2017585193587688,11.497293004720676,6.499573911874485,12.93049145082439,441.6549670800096,171.09156382378748,24.90258203783328,0.8904541037965105,28.57802399831746,14.213543072284482,395.8979209410896,157.16550630324664,29.371042135989164,0.8474444542827215,43.49741149902344,0.2569141568790833,0.2048912154424995,0.4691180004806536,1
2215,5,hillside_incremental,505125.0,4249375.0,1.0,0.0,9.125827555585635,1.4972657914242324,6.789416223781662,261,0.5474109201461962,2.412646438658686,4.222222222222222,147.54304506547967,1.1905165299941365,7.851613329592068,7.372755594435464,14.667631213285365,531.1796225692007,181.0387477670309,24.09397253083485,0.7282368710559756,30.55242925400675,15.195531685126882,512.2799730770381,153.68399192311142,25.69590349369785,0.8349320535637273,43.5291552734375,-0.3935915750958929,0.1533212341197822,0.4064733510312436,1
2216,5,hillside_incremental,505625.0,4249375.0,0.9936000108718872,0.0048000002279877,14.164654357310129,1.3676590772740411,6.343207275947364,232,0.4135662638579584,1.3537929173282797,3.202586206896552,121.20864243162627,1.1869891696497072,5.933792143394309,6.139590983866796,12.21432817056042,415.79228882757656,135.28170162811102,26.12591908028424,0.8228252086289125,26.20775167157808,13.034666330801668,449.6127142346043,110.91110096716456,26.0514430134971,0.9032587026969392,43.28127166748047,-0.3935915750958929,0.1533212341197822,0.4064733510312436,1
2217,5,hillside_incremental,506625.0,4249375.0,0.8191999793052673,0.1792000085115432,14.571608272529566,0.934917557999298,5.47873072138022,88,0.3478616810401753,1.7022970770630426,4.738636363636363,301.7608740779984,1.2553285268168215,24.906326669982697,4.893730679570266,9.73576784767585,358.0986219567645,97.48240264378587,25.488180622761803,0.8864140851702863,28.017532098084462,13.9347772707687,469.5070821210912,133.29226483946235,26.03859860416772,0.9466798976787738,44.18264572143555,0.3390340192630863,0.2143824027072758,0.4727136805382507,1
2218,5,hillside_incremental,506875.0,4249375.0,0.916800022125244,0.0832000002264976,9.681035976935744,0.8711239228234803,5.270108467606373,125,0.4060273209005232,2.043763685638602,5.024,234.4862329054899,1.2841995150419796,11.886403325379495,6.133128616179185,12.201471698540912,358.0986219567645,113.39789695297542,31.132632569437487,0.7990730913853455,29.14632577631745,14.496193188336395,477.96218847284814,141.7473711912193,26.52076958718604,0.9284560825879772,44.17912887573242,0.8765007445569482,0.2471438900939985,0.5387182910547397,1
2219,5,hillside_incremental,507125.0,4249375.0,0.769599974155426,0.2207999974489212,10.357816058959134,0.7598968387311047,5.065234071913889,110,0.3181674004414265,1.626703669454005,4.836363636363636,215.73811722564665,1.2452729274769156,7.458079133739993,5.038858080254052,10.024489637637132,284.4894607767629,89.52465548919112,31.104062223790443,0.6676525051245024,19.27772312799048,9.587952898052,311.34685742352025,83.05898592608287,27.6581393514928,0.8940407137431684,43.40856353759766,0.8765007445569482,0.2471438900939985,0.5387182910547397,1
2220,5,hillside_incremental,507875.0,4249375.0,0.7264000177383423,0.2671999931335449,13.53122662309886,0.7375989773526789,4.478197743746947,117,0.3280826595027377,1.5955632619761178,4.863247863247863,200.53792554969385,1.22156500288911,34.37797138283342,4.85192717321382,9.652602414235826,340.1936908589263,115.38733374162412,25.536458806388527,0.8704074133001853,32.64471935601711,16.236151410493118,627.1699476215,186.50969893581484,22.42082373352824,0.9870003329248036,42.77228515625,0.9989848144797026,0.2585963923337091,0.5479930191972077,1
2221,5,hillside_incremental,508375.0,4249375.0,0.8208000063896179,0.1759999990463256,14.611786196007971,0.947592358175508,4.116352866067508,63,0.2644792537327938,1.5357908347407276,5.428571428571429,338.19106705899844,1.2151059133436315,21.56022780690015,7.862205544167511,15.641360949484552,533.1690593578494,196.95424207622048,24.88039729166934,0.9119924026221108,32.14537455187181,15.987797679596309,590.8627262286614,170.5942046266253,23.429573288536307,0.9619484378512896,42.6017739868164,-0.6157484744188645,0.1382871536523929,0.3813500347947112,1
2222,5,hillside_incremental,508625.0,4249375.0,0.6895999908447266,0.307200014591217,13.186366939260436,1.0985372372999698,3.946759919341833,57,0.2301447169794632,1.084269881002747,4.596491228070176,295.0151932877315,1.2143352815859616,28.58069905157128,7.16345483041743,14.25124057345561,457.5704613891991,171.09156382378748,26.93028131735876,0.904457051703944,30.277105425175584,15.058596846659798,573.4551543279854,158.16022469757098,23.04193715766788,0.9824647340191932,43.30498947143555,-0.5157883708553956,0.1381635829154418,0.402619451855445,1
2223,5,hillside_incremental,509875.0,4249375.0,0.9215999841690063,0.0735999941825866,10.390909443745398,1.8571300618739688,3.258017583689195,204,0.5041441479758827,2.3550727778474343,4.264705882352941,170.45898190652915,1.2027569275655527,21.859636890709,9.332596338787178,18.5666104899913,761.9542900524489,248.67959858108645,21.653355774448208,0.9765729649649336,45.9557907031419,22.856535169067502,895.2465548919113,297.4207999029794,21.68748971361109,0.9840045896975296,43.692039031982425,-0.6286787266376846,0.1257360869204611,0.3967794253938832,1
2224,5,hillside_incremental,510125.0,4249375.0,0.944000005722046,0.0559999980032444,11.30511514881266,1.9426927680149204,3.161839894518529,153,0.4193544627219169,2.104086394329949,4.751633986928105,213.0207460991419,1.2099051894552133,21.30090466221344,9.304971277594772,18.511652176966457,781.8486579389358,252.65847215838383,21.004449836557047,0.982494050594338,44.54272956402583,22.15373621537567,857.9446151047482,294.4366447200064,21.96387059370109,0.9843717973351288,44.24994110107422,-0.6286787266376846,0.1257360869204611,0.3967794253938832,1
2225,5,hillside_incremental,510375.0,4249375.0,0.984000027179718,0.0160000007599592,9.884212109651548,1.9742648422597424,3.082983045932933,230,0.470683149020427,1.8700222981799213,3.856521739130435,146.45710371155008,1.2071355948420834,21.05868791342246,11.199036260791129,22.27977473462855,915.140922778398,316.320449395142,21.372206604563218,0.9662309291346418,47.46254892589642,23.6059352290542,905.6910980323167,318.30988618379064,22.199508384423023,0.9765794804211414,42.8739892578125,-0.7280198756297416,0.1101860053144375,0.3983155808768888,1
2226,5,hillside_incremental,510625.0,4249375.0,0.7983999848365784,0.2015999853610992,12.428020965450616,2.017091118372431,3.02280290532659,268,0.412193341986603,1.392268279096385,3.33955223880597,106.51897611268866,1.1798891922202115,26.71114601837044,9.133203795185496,18.16993162836788,781.8486579389358,262.6056561016273,20.38661561425334,0.94504139318515,43.78436249486227,21.77655537870225,819.647956923261,289.9604119455468,22.662713506657493,0.9822724772727176,43.68005203247071,-0.7280198756297416,0.1101860053144375,0.3983155808768888,1
2227,5,hillside_incremental,510875.0,4249375.0,0.9824000000953674,0.0175999999046325,9.388253409714316,2.073907745623369,2.982430275361327,343,0.5771447403502233,1.887407451158504,3.180758017492712,115.1680373374142,1.1822609173563718,24.112376154801392,6.562708643706072,13.056094008971618,533.1690593578494,208.89086280811264,22.022512227201585,0.9006371033375313,40.25953867724176,20.02345183463241,767.922600418395,280.51058719946553,22.19379199406933,0.9748349128466356,43.73155807495117,-0.3674921898349588,0.1342478280749885,0.4395734597156398,1
2228,5,hillside_incremental,511125.0,4249375.0,0.902400016784668,0.0975999981164932,8.134053488365797,2.1546455672943168,2.962675022734152,318,0.5071441959990135,1.837680330296864,3.49685534591195,112.01807902930328,1.1808330007821914,28.5281384068255,9.263271830981052,18.42869376380683,795.7747154594766,298.4155182973037,20.2254843471202,0.9447141218429213,39.23104094210696,19.51191902680265,762.9490084467732,264.595092890276,22.03991064163312,0.9697907065935816,43.40284637451172,-0.5268560862817738,0.1244403837368661,0.4201375373037498,1
2229,5,hillside_incremental,511375.0,4249375.0,0.9968000054359436,0.0031999999191612,9.167886752742474,2.258485251768612,2.9639494316323565,362,0.5001993620088474,1.4197078478153515,2.696132596685083,93.21617668106948,1.1939685989987583,21.695836116669465,8.664651425340715,17.23777630639014,797.7641522481254,266.5845296789247,19.25478094520159,0.8925151226970505,34.55463699365179,17.186066513392973,641.593364339203,225.3037163144643,22.929420699171725,0.9772243304272528,43.562613830566406,-0.6672819327854954,0.1255280627640314,0.3889354568315172,1
2230,5,hillside_incremental,512125.0,4249375.0,0.5824000239372253,0.4047999978065491,11.490699614643445,2.671781752498385,3.091545739932804,30,0.1534331188581293,0.5382062397549291,1.8333333333333333,368.1094210213092,1.2813325022669189,19.93344196386414,3.255068233206436,6.475752492702583,248.67959858108645,75.59859796865028,23.4177570734276,0.8221188755041583,10.771849678236268,5.3574785079192,181.0387477670309,49.23856051905512,26.86246802552685,0.84385667560606,42.91408020019532,-0.5515422984150782,0.1472684085510688,0.381903810475239,4
2231,5,hillside_incremental,513125.0,4249375.0,0.881600022315979,0.1184000000357627,8.468891862817042,3.391740063314655,3.5125299762223423,107,0.3132602965032123,1.1020908074844071,3.925233644859813,234.09819076487463,1.1937629574130326,19.619243286458865,5.869776638805069,11.677549586389468,340.1936908589263,131.30282805081364,29.94783999390341,0.902989161198014,31.789646658308783,15.810873140045608,395.8979209410896,166.61533104932792,32.90853691336313,0.8672455447121605,43.95502166748047,-0.5515422984150782,0.1472684085510688,0.381903810475239,1
2232,5,hillside_incremental,514625.0,4249375.0,0.9071999788284302,0.0832000002264976,9.38438724749756,4.623033800936612,4.500909296076329,136,0.3206017824036924,1.348058872395593,3.816176470588236,172.21693729462433,1.22097059043405,19.199887087337668,7.555304175371939,15.030800075916003,370.03524268865664,159.15494309189532,34.18689672114,0.8109931757626155,27.02266303850209,13.439969994013325,302.8917510717633,124.33979929054324,36.966707303012434,0.9099481005981752,43.44351593017578,-0.3764891083179302,0.1506381039197812,0.4139634801288936,1
2233,5,hillside_incremental,514875.0,4249375.0,0.9872000217437744,0.0127999996766448,8.258198359959765,4.823258594461971,4.692093076063952,184,0.4037453150720226,1.7236681982300073,4.038043478260869,158.45554826414565,1.203471549745648,34.21528592308169,7.706515047610087,15.33162454799023,467.5176453324425,169.10212703513878,28.2289928483886,0.8999736081250679,29.515157215973936,14.67963489705211,363.0722139283862,143.73680797986796,33.53995138178856,0.9381093623402308,42.898412475585936,-0.3764891083179302,0.1506381039197812,0.4139634801288936,1
2234,5,hillside_incremental,515125.0,4249375.0,0.9728000164031982,0.0255999993532896,8.360482741074378,5.022195500801993,4.888587769222135,180,0.3872096132641249,1.5769740564252592,3.894444444444445,155.26134357929712,1.2056235380785327,37.8202296444467,8.730600473077834,17.368977768134712,477.464829275686,196.95424207622048,30.526575080691725,0.7088865535551057,31.75737320748581,15.79482164245464,433.1998607282526,171.09156382378748,30.53593577642866,0.9088417678120428,42.52438812255859,-0.9956451192525172,0.0982183908045977,0.3591626308389314,1
