sample_id,stratum_name,cl250,cl500
1154,apartment_block,1,1
1155,apartment_block,1,1
1156,apartment_block,1,1
1157,apartment_block,2,2
1158,apartment_block,2,2
1159,apartment_block,2,2
1160,apartment_block,2,2
1161,apartment_block,2,3
1162,apartment_block,2,2
1163,apartment_block,2,2
1164,apartment_block,1,1
1165,apartment_block,1,1
1166,apartment_block,1,1
1167,apartment_block,1,1
1168,apartment_block,1,1
1169,apartment_block,2,2
1170,apartment_block,2,2
1171,apartment_block,2,2
1172,apartment_block,4,2
1173,apartment_block,4,2
1174,apartment_block,1,1
1175,apartment_block,2,2
1176,apartment_block,2,2
1177,apartment_block,2,2
1178,apartment_block,1,1
1179,apartment_block,2,2
1180,apartment_block,1,1
1181,apartment_block,1,1
1182,apartment_block,1,1
1183,apartment_block,1,1
1184,apartment_block,4,2
1185,apartment_block,1,1
1186,apartment_block,1,1
1187,apartment_block,1,1
1188,apartment_block,2,1
1189,apartment_block,2,2
1190,apartment_block,2,2
1191,apartment_block,2,2
1192,apartment_block,1,2
1193,apartment_block,1,1
1194,apartment_block,2,1
1195,apartment_block,2,1
1196,apartment_block,4,2
1197,apartment_block,2,2
1198,apartment_block,2,2
1199,apartment_block,1,2
1200,apartment_block,1,1
1201,apartment_block,1,1
1202,apartment_block,1,1
1203,apartment_block,1,1
1204,apartment_block,4,2
1205,apartment_block,1,1
1206,apartment_block,1,1
1207,apartment_block,1,1
1208,apartment_block,2,1
1209,apartment_block,4,2
1210,apartment_block,2,2
1211,apartment_block,4,2
1212,apartment_block,1,1
1213,apartment_block,1,1
1214,apartment_block,1,1
1215,apartment_block,2,1
1216,apartment_block,2,2
1217,apartment_block,2,2
1218,apartment_block,2,2
1219,apartment_block,4,2
1220,apartment_block,2,2
1221,apartment_block,2,2
1222,apartment_block,1,2
1223,apartment_block,1,1
1224,apartment_block,1,1
1225,apartment_block,1,1
1226,apartment_block,1,1
1227,apartment_block,1,1
1228,apartment_block,1,1
1229,apartment_block,2,1
1230,apartment_block,3,3
1231,apartment_block,2,2
1232,apartment_block,1,1
1233,apartment_block,1,1
1234,apartment_block,2,2
1235,apartment_block,1,1
1236,apartment_block,2,1
1237,apartment_block,2,2
1238,apartment_block,2,2
1239,apartment_block,2,2
1240,apartment_block,2,2
1241,apartment_block,2,2
1242,apartment_block,2,2
1243,apartment_block,1,2
1244,apartment_block,2,2
1245,apartment_block,2,1
1246,apartment_block,2,2
1247,apartment_block,2,2
1248,apartment_block,2,2
1249,apartment_block,1,1
1250,apartment_block,1,1
1251,apartment_block,1,1
1252,apartment_block,2,1
1253,apartment_block,2,2
1254,apartment_block,2,2
1255,apartment_block,2,2
1256,apartment_block,2,2
1257,apartment_block,2,2
1258,apartment_block,2,2
1259,apartment_block,2,2
1260,apartment_block,2,2
1261,apartment_block,2,2
1262,apartment_block,2,2
1263,apartment_block,2,2
1264,apartment_block,2,2
1265,apartment_block,1,1
1266,apartment_block,1,1
1267,apartment_block,1,1
1268,apartment_block,1,1
1269,apartment_block,1,1
1270,apartment_block,1,1
1271,apartment_block,1,1
1272,apartment_block,1,1
1273,apartment_block,2,1
1274,apartment_block,1,1
1275,apartment_block,1,1
1276,apartment_block,4,3
1277,apartment_block,4,1
1278,apartment_block,2,2
1279,apartment_block,4,2
1280,apartment_block,2,2
1281,apartment_block,3,3
1282,apartment_block,2,2
1283,apartment_block,2,2
1284,apartment_block,2,2
1285,apartment_block,2,2
1286,apartment_block,1,1
1287,apartment_block,1,2
1288,apartment_block,1,1
1289,apartment_block,1,1
1290,apartment_block,1,1
1291,apartment_block,1,1
1292,apartment_block,1,1
1293,apartment_block,1,1
1294,apartment_block,1,1
1295,apartment_block,1,1
1296,apartment_block,1,2
1297,apartment_block,1,2
1298,apartment_block,1,2
1299,apartment_block,1,1
1300,apartment_block,1,1
1301,apartment_block,1,1
1302,apartment_block,1,1
1303,apartment_block,4,2
1304,apartment_block,2,2
1305,apartment_block,2,2
1306,apartment_block,2,2
1307,apartment_block,2,2
1308,apartment_block,4,2
1309,apartment_block,1,1
1310,apartment_block,1,1
1311,apartment_block,1,1
1312,apartment_block,1,1
1313,apartment_block,1,1
1314,apartment_block,1,1
1315,apartment_block,1,1
1316,apartment_block,1,1
1317,apartment_block,2,2
1318,apartment_block,1,1
1319,apartment_block,1,1
1320,apartment_block,1,1
1321,apartment_block,2,2
1322,apartment_block,1,2
1323,apartment_block,1,2
1324,apartment_block,1,1
1325,apartment_block,1,1
1326,apartment_block,1,1
1327,apartment_block,2,1
1328,apartment_block,2,2
1329,apartment_block,1,1
1330,apartment_block,1,1
1331,apartment_block,1,1
1332,apartment_block,1,1
1333,apartment_block,1,1
1334,apartment_block,1,1
1335,apartment_block,1,1
1336,apartment_block,1,1
1337,apartment_block,1,1
1338,apartment_block,1,1
1339,apartment_block,1,1
1340,apartment_block,1,2
1341,apartment_block,1,1
1342,apartment_block,1,1
1343,apartment_block,1,1
1344,apartment_block,2,2
1345,apartment_block,1,1
1346,apartment_block,1,1
1347,apartment_block,1,1
1348,apartment_block,1,1
1349,apartment_block,1,1
1350,apartment_block,1,1
1351,apartment_block,1,1
1352,apartment_block,1,1
1353,apartment_block,1,1
1354,apartment_block,2,1
1355,apartment_block,1,1
1356,apartment_block,1,1
1357,apartment_block,1,1
1358,apartment_block,1,1
1359,apartment_block,1,1
1360,apartment_block,1,1
1361,apartment_block,2,1
1362,apartment_block,1,1
1363,apartment_block,1,1
1364,apartment_block,1,1
1365,apartment_block,1,1
1366,apartment_block,1,1
1367,apartment_block,1,1
1368,apartment_block,1,1
1369,apartment_block,1,1
1370,apartment_block,1,1
1371,apartment_block,1,1
1372,apartment_block,1,1
1373,apartment_block,1,1
1374,apartment_block,1,1
1375,apartment_block,1,1
1376,apartment_block,1,1
1377,apartment_block,1,1
1378,apartment_block,1,1
1379,apartment_block,1,1
1380,apartment_block,1,1
1381,apartment_block,1,1
1382,apartment_block,1,1
1383,apartment_block,1,1
1384,apartment_block,1,1
1385,apartment_block,1,1
1386,apartment_block,2,1
1387,apartment_block,2,1
1388,apartment_block,2,1
1389,apartment_block,1,1
1390,apartment_block,1,1
1391,apartment_block,1,1
1392,apartment_block,1,1
1393,apartment_block,1,1
1394,apartment_block,1,1
1395,apartment_block,1,1
1396,apartment_block,1,1
1397,apartment_block,1,1
1398,apartment_block,1,1
1399,apartment_block,1,1
1400,apartment_block,1,1
1401,apartment_block,1,1
1402,apartment_block,1,1
1403,apartment_block,1,1
1404,apartment_block,1,1
1405,apartment_block,1,1
1406,apartment_block,1,1
1407,apartment_block,1,1
1408,apartment_block,1,1
1409,apartment_block,1,1
1410,apartment_block,2,2
1411,apartment_block,2,2
1412,apartment_block,2,2
1413,apartment_block,2,2
1414,apartment_block,2,1
1415,apartment_block,1,1
1416,apartment_block,1,1
1417,apartment_block,1,1
1418,apartment_block,1,1
1419,apartment_block,1,1
1420,apartment_block,1,1
1421,apartment_block,1,1
1422,apartment_block,1,1
1423,apartment_block,1,1
1424,apartment_block,1,1
1425,apartment_block,1,1
1426,apartment_block,1,1
1427,apartment_block,3,3
1428,apartment_block,2,2
1429,apartment_block,2,2
1430,apartment_block,2,2
1431,apartment_block,2,2
1432,apartment_block,2,2
1433,apartment_block,2,1
1434,apartment_block,2,2
1435,apartment_block,1,1
1436,apartment_block,1,1
1437,apartment_block,1,1
1438,apartment_block,1,1
1439,apartment_block,1,1
1440,apartment_block,2,2
1441,apartment_block,1,1
1442,apartment_block,2,3
1443,apartment_block,2,2
1444,apartment_block,2,2
1445,apartment_block,2,2
1446,apartment_block,1,2
1447,apartment_block,1,1
1448,apartment_block,1,2
1449,apartment_block,1,1
1450,apartment_block,1,1
1451,apartment_block,1,1
1452,apartment_block,1,1
1453,apartment_block,1,1
1454,apartment_block,1,1
1455,apartment_block,1,1
1456,apartment_block,1,1
1457,apartment_block,1,1
1458,apartment_block,2,2
1459,apartment_block,2,2
1460,apartment_block,2,2
1461,apartment_block,2,1
1462,apartment_block,1,1
1463,apartment_block,1,2
1464,apartment_block,1,1
1465,apartment_block,1,1
1466,apartment_block,1,2
1467,apartment_block,1,1
1468,apartment_block,1,1
1469,apartment_block,1,1
1470,apartment_block,1,1
1471,apartment_block,1,1
1472,apartment_block,1,1
1473,apartment_block,1,1
1474,apartment_block,2,1
1475,apartment_block,2,1
1476,apartment_block,2,2
1477,apartment_block,2,2
1478,apartment_block,2,2
1479,apartment_block,2,2
1480,apartment_block,2,1
1481,apartment_block,2,1
1482,apartment_block,1,1
1483,apartment_block,1,1
1484,apartment_block,2,2
1485,apartment_block,2,2
1486,apartment_block,2,2
1487,apartment_block,2,2
1488,apartment_block,2,2
1489,apartment_block,1,1
1490,apartment_block,2,1
1491,apartment_block,2,1
1492,apartment_block,1,1
1493,apartment_block,1,2
1494,apartment_block,2,2
1495,apartment_block,2,1
1496,apartment_block,1,2
1497,apartment_block,4,2
1498,apartment_block,2,2
1499,apartment_block,2,2
1500,apartment_block,2,2
1501,apartment_block,2,2
1502,apartment_block,1,1
1503,apartment_block,1,1
1504,apartment_block,1,1
1505,apartment_block,1,1
1506,apartment_block,1,1
1507,apartment_block,2,2
1508,apartment_block,2,2
1509,apartment_block,2,2
1510,apartment_block,2,2
1511,apartment_block,1,1
1512,apartment_block,1,1
1513,apartment_block,1,1
1514,apartment_block,1,1
1515,apartment_block,2,2
1516,apartment_block,1,1
1517,apartment_block,2,2
1518,apartment_block,1,1
1519,apartment_block,1,1
1520,apartment_block,1,1
1521,apartment_block,1,1
1522,apartment_block,1,1
1523,apartment_block,1,1
1524,apartment_block,1,1
1525,apartment_block,1,1
1526,apartment_block,1,1
1527,apartment_block,1,1
1528,apartment_block,4,3
1529,apartment_block,2,2
1530,apartment_block,2,1
1531,apartment_block,4,3
1532,apartment_block,4,3
1533,apartment_block,2,1
1534,apartment_block,2,2
1535,apartment_block,2,1
1536,apartment_block,4,2
1537,apartment_block,4,3
1538,apartment_block,2,2
1539,apartment_block,1,1
1540,apartment_block,1,1
1541,apartment_block,2,2
1542,apartment_block,2,2
1543,apartment_block,1,1
1544,apartment_block,2,2
1545,apartment_block,2,3
1546,apartment_block,2,3
1547,apartment_block,2,2
1548,apartment_block,2,2
1549,apartment_block,2,2
1550,apartment_block,2,3
1551,apartment_block,2,2
1552,apartment_block,2,2
1553,apartment_block,4,2
1554,apartment_block,2,2
1555,apartment_block,2,2
1556,apartment_block,2,2
1557,apartment_block,2,2
1558,apartment_block,2,2
1559,apartment_block,2,2
1560,apartment_block,2,2
1561,apartment_block,2,2
1562,apartment_block,1,1
1563,apartment_block,2,2
1564,apartment_block,2,2
1565,apartment_block,2,2
1566,waterfront_transformation,3,3
1567,waterfront_transformation,4,3
1568,waterfront_transformation,4,3
1569,waterfront_transformation,2,2
1570,waterfront_transformation,1,1
1571,waterfront_transformation,3,3
1572,waterfront_transformation,4,3
1573,waterfront_transformation,4,3
1574,waterfront_transformation,4,3
1575,waterfront_transformation,2,2
1576,waterfront_transformation,2,2
1577,waterfront_transformation,1,1
1578,waterfront_transformation,1,1
1579,waterfront_transformation,1,1
1580,waterfront_transformation,1,1
1581,waterfront_transformation,1,1
1582,waterfront_transformation,1,1
1583,waterfront_transformation,1,1
1584,waterfront_transformation,4,2
1585,waterfront_transformation,4,2
1586,waterfront_transformation,4,2
1587,waterfront_transformation,4,2
1588,waterfront_transformation,1,1
1589,waterfront_transformation,1,1
1590,waterfront_transformation,1,1
1591,waterfront_transformation,1,1
1592,waterfront_transformation,1,1
1593,waterfront_transformation,1,1
1594,waterfront_transformation,1,1
1595,waterfront_transformation,1,1
1596,waterfront_transformation,1,1
1597,waterfront_transformation,2,2
1598,waterfront_transformation,4,2
1599,waterfront_transformation,2,2
1600,waterfront_transformation,2,2
1601,waterfront_transformation,1,1
1602,waterfront_transformation,4,2
1603,waterfront_transformation,2,1
1604,waterfront_transformation,2,1
1605,waterfront_transformation,1,1
1606,waterfront_transformation,2,1
1607,waterfront_transformation,2,2
1608,waterfront_transformation,4,2
1609,waterfront_transformation,4,2
1610,waterfront_transformation,4,2
1611,waterfront_transformation,4,2
1612,waterfront_transformation,4,2
1613,waterfront_transformation,2,3
1614,waterfront_transformation,2,2
1615,waterfront_transformation,4,2
1616,waterfront_transformation,2,1
1617,waterfront_transformation,4,2
1618,waterfront_transformation,4,2
1619,waterfront_transformation,4,2
1620,waterfront_transformation,4,2
1621,waterfront_transformation,4,2
1622,waterfront_transformation,4,2
1623,waterfront_transformation,4,2
1624,waterfront_transformation,4,2
1625,waterfront_transformation,1,1
1626,waterfront_transformation,1,1
1627,waterfront_transformation,1,1
1628,waterfront_transformation,1,1
1629,waterfront_transformation,2,2
1630,waterfront_transformation,2,2
1631,waterfront_transformation,4,2
1632,waterfront_transformation,4,2
1633,waterfront_transformation,4,2
1634,waterfront_transformation,4,3
1635,waterfront_transformation,4,2
1636,waterfront_transformation,4,2
1637,waterfront_transformation,1,1
1638,waterfront_transformation,1,1
1639,waterfront_transformation,4,2
1640,waterfront_transformation,2,2
1641,waterfront_transformation,4,2
1642,waterfront_transformation,4,2
1643,waterfront_transformation,4,2
1644,waterfront_transformation,2,2
1645,waterfront_transformation,4,2
1646,waterfront_transformation,2,2
1647,waterfront_transformation,2,2
1648,waterfront_transformation,4,2
1649,waterfront_transformation,4,2
1650,waterfront_transformation,2,2
1651,waterfront_transformation,4,2
1652,waterfront_transformation,4,2
1653,waterfront_transformation,4,2
1654,waterfront_transformation,2,2
1655,waterfront_transformation,4,2
1656,waterfront_transformation,2,2
1657,waterfront_transformation,2,1
1658,waterfront_transformation,2,1
1659,waterfront_transformation,2,1
1660,waterfront_transformation,4,2
1661,waterfront_transformation,1,1
1662,waterfront_transformation,2,2
1663,waterfront_transformation,2,2
1664,waterfront_transformation,4,2
1665,waterfront_transformation,2,2
1666,waterfront_transformation,2,2
1667,waterfront_transformation,4,2
1668,waterfront_transformation,2,1
1669,waterfront_transformation,2,2
1670,waterfront_transformation,2,2
1671,waterfront_transformation,2,1
1672,waterfront_transformation,1,1
1673,waterfront_transformation,2,1
1674,waterfront_transformation,2,2
1675,waterfront_transformation,4,2
1676,waterfront_transformation,2,2
1677,waterfront_transformation,2,2
1678,waterfront_transformation,4,2
1679,waterfront_transformation,4,2
1680,waterfront_transformation,4,2
1681,waterfront_transformation,2,2
1682,waterfront_transformation,2,2
1683,waterfront_transformation,1,1
1684,waterfront_transformation,4,1
1685,waterfront_transformation,2,3
1686,waterfront_transformation,4,3
1687,waterfront_transformation,2,3
1688,waterfront_transformation,2,1
1689,waterfront_transformation,1,1
1690,waterfront_transformation,2,2
1691,waterfront_transformation,2,2
1692,waterfront_transformation,2,2
1693,waterfront_transformation,2,2
1694,waterfront_transformation,1,2
1695,waterfront_transformation,2,2
1696,waterfront_transformation,2,2
1697,waterfront_transformation,2,2
1698,waterfront_transformation,2,1
1699,waterfront_transformation,1,1
1700,waterfront_transformation,2,1
1701,waterfront_transformation,1,1
1702,waterfront_transformation,2,3
1703,waterfront_transformation,2,2
1704,waterfront_transformation,2,1
1705,waterfront_transformation,2,2
1706,waterfront_transformation,1,1
1707,waterfront_transformation,1,1
1708,waterfront_transformation,1,1
1709,waterfront_transformation,2,1
1710,waterfront_transformation,1,1
1711,waterfront_transformation,1,1
1712,waterfront_transformation,2,3
1713,waterfront_transformation,2,2
1714,waterfront_transformation,1,1
1715,waterfront_transformation,2,2
1716,waterfront_transformation,2,1
1717,waterfront_transformation,2,1
1718,waterfront_transformation,1,1
1719,waterfront_transformation,1,1
1720,waterfront_transformation,1,1
1721,waterfront_transformation,1,1
1722,waterfront_transformation,1,1
1723,waterfront_transformation,1,1
1724,waterfront_transformation,1,1
1725,waterfront_transformation,2,1
1726,waterfront_transformation,2,2
1727,waterfront_transformation,2,2
1728,waterfront_transformation,2,2
1729,waterfront_transformation,2,2
1730,waterfront_transformation,2,1
1731,waterfront_transformation,1,1
1732,waterfront_transformation,1,1
1733,waterfront_transformation,1,1
1734,waterfront_transformation,1,1
1735,waterfront_transformation,1,1
1736,waterfront_transformation,1,1
1737,waterfront_transformation,1,1
1738,waterfront_transformation,1,1
1739,waterfront_transformation,1,1
1740,waterfront_transformation,2,2
1741,waterfront_transformation,2,2
1742,waterfront_transformation,2,2
1743,waterfront_transformation,4,2
1744,waterfront_transformation,1,1
1745,waterfront_transformation,1,1
1746,waterfront_transformation,1,1
1747,waterfront_transformation,1,1
1748,waterfront_transformation,1,1
1749,waterfront_transformation,1,1
1750,waterfront_transformation,1,1
1751,waterfront_transformation,1,1
1752,waterfront_transformation,2,1
1753,waterfront_transformation,2,2
1754,waterfront_transformation,2,2
1755,waterfront_transformation,2,2
1756,waterfront_transformation,4,2
1757,waterfront_transformation,2,2
1758,waterfront_transformation,2,1
1759,waterfront_transformation,1,1
1760,waterfront_transformation,1,1
1761,waterfront_transformation,1,1
1762,waterfront_transformation,1,1
1763,waterfront_transformation,2,2
1764,waterfront_transformation,2,2
1765,waterfront_transformation,1,1
1766,waterfront_transformation,1,1
1767,waterfront_transformation,2,2
1768,waterfront_transformation,2,1
1769,waterfront_transformation,1,1
1770,waterfront_transformation,1,1
1771,waterfront_transformation,1,1
1772,waterfront_transformation,2,2
1773,waterfront_transformation,4,2
1774,waterfront_transformation,2,2
1775,waterfront_transformation,1,1
1776,waterfront_transformation,4,2
1777,waterfront_transformation,4,2
1778,waterfront_transformation,4,2
1779,waterfront_transformation,2,1
1780,waterfront_transformation,2,2
1781,waterfront_transformation,4,3
1782,waterfront_transformation,2,2
1783,waterfront_transformation,2,2
1784,waterfront_transformation,2,2
1785,waterfront_transformation,1,1
1786,waterfront_transformation,1,1
1787,waterfront_transformation,2,2
1788,waterfront_transformation,2,2
1789,waterfront_transformation,2,2
1790,waterfront_transformation,2,2
1791,waterfront_transformation,2,2
1792,waterfront_transformation,2,1
1793,waterfront_transformation,2,1
1794,waterfront_transformation,1,1
1795,waterfront_transformation,1,1
1796,waterfront_transformation,1,1
1797,waterfront_transformation,1,1
1798,waterfront_transformation,1,1
1799,waterfront_transformation,4,2
1800,waterfront_transformation,4,2
1801,waterfront_transformation,2,2
1802,waterfront_transformation,2,2
1803,waterfront_transformation,1,1
1804,waterfront_transformation,2,1
1805,waterfront_transformation,2,1
1806,waterfront_transformation,1,1
1807,waterfront_transformation,2,2
1808,waterfront_transformation,2,2
1809,waterfront_transformation,2,2
1810,waterfront_transformation,2,1
1811,waterfront_transformation,1,2
1812,waterfront_transformation,2,2
1813,waterfront_transformation,2,2
1814,waterfront_transformation,2,2
1815,hillside_incremental,4,2
1816,hillside_incremental,4,2
1817,hillside_incremental,1,2
1818,hillside_incremental,4,2
1819,hillside_incremental,4,2
1820,hillside_incremental,1,2
1821,hillside_incremental,4,2
1822,hillside_incremental,4,2
1823,hillside_incremental,4,2
1824,hillside_incremental,4,2
1825,hillside_incremental,4,2
1826,hillside_incremental,4,3
1827,hillside_incremental,4,2
1828,hillside_incremental,4,3
1829,hillside_incremental,4,2
1830,hillside_incremental,4,2
1831,hillside_incremental,3,3
1832,hillside_incremental,4,3
1833,hillside_incremental,4,2
1834,hillside_incremental,4,1
1835,hillside_incremental,4,2
1836,hillside_incremental,4,2
1837,hillside_incremental,4,2
1838,hillside_incremental,2,2
1839,hillside_incremental,3,3
1840,hillside_incremental,4,2
1841,hillside_incremental,4,2
1842,hillside_incremental,4,2
1843,hillside_incremental,1,2
1844,hillside_incremental,4,2
1845,hillside_incremental,4,2
1846,hillside_incremental,4,2
1847,hillside_incremental,4,2
1848,hillside_incremental,4,2
1849,hillside_incremental,4,2
1850,hillside_incremental,1,1
1851,hillside_incremental,1,1
1852,hillside_incremental,1,1
1853,hillside_incremental,4,3
1854,hillside_incremental,4,2
1855,hillside_incremental,3,3
1856,hillside_incremental,1,2
1857,hillside_incremental,4,2
1858,hillside_incremental,3,3
1859,hillside_incremental,4,2
1860,hillside_incremental,4,2
1861,hillside_incremental,4,2
1862,hillside_incremental,4,2
1863,hillside_incremental,4,3
1864,hillside_incremental,4,2
1865,hillside_incremental,2,2
1866,hillside_incremental,4,2
1867,hillside_incremental,4,2
1868,hillside_incremental,4,3
1869,hillside_incremental,4,2
1870,hillside_incremental,4,2
1871,hillside_incremental,4,2
1872,hillside_incremental,3,3
1873,hillside_incremental,4,2
1874,hillside_incremental,4,2
1875,hillside_incremental,4,2
1876,hillside_incremental,4,2
1877,hillside_incremental,2,2
1878,hillside_incremental,4,2
1879,hillside_incremental,4,2
1880,hillside_incremental,4,2
1881,hillside_incremental,2,2
1882,hillside_incremental,4,2
1883,hillside_incremental,4,2
1884,hillside_incremental,4,2
1885,hillside_incremental,4,2
1886,hillside_incremental,4,2
1887,hillside_incremental,4,2
1888,hillside_incremental,3,3
1889,hillside_incremental,4,2
1890,hillside_incremental,4,2
1891,hillside_incremental,4,2
1892,hillside_incremental,4,3
1893,hillside_incremental,4,2
1894,hillside_incremental,4,2
1895,hillside_incremental,4,2
1896,hillside_incremental,4,2
1897,hillside_incremental,4,3
1898,hillside_incremental,3,3
1899,hillside_incremental,4,2
1900,hillside_incremental,4,2
1901,hillside_incremental,4,2
1902,hillside_incremental,4,2
1903,hillside_incremental,4,2
1904,hillside_incremental,4,2
1905,hillside_incremental,4,2
1906,hillside_incremental,4,2
1907,hillside_incremental,4,2
1908,hillside_incremental,4,2
1909,hillside_incremental,4,2
1910,hillside_incremental,4,2
1911,hillside_incremental,3,3
1912,hillside_incremental,4,2
1913,hillside_incremental,4,2
1914,hillside_incremental,4,2
1915,hillside_incremental,2,2
1916,hillside_incremental,2,2
1917,hillside_incremental,4,2
1918,hillside_incremental,4,3
1919,hillside_incremental,4,2
1920,hillside_incremental,4,2
1921,hillside_incremental,1,1
1922,hillside_incremental,2,2
1923,hillside_incremental,1,2
1924,hillside_incremental,1,1
1925,hillside_incremental,2,2
1926,hillside_incremental,4,2
1927,hillside_incremental,4,2
1928,hillside_incremental,4,2
1929,hillside_incremental,4,2
1930,hillside_incremental,2,2
1931,hillside_incremental,4,3
1932,hillside_incremental,4,2
1933,hillside_incremental,4,2
1934,hillside_incremental,1,1
1935,hillside_incremental,1,1
1936,hillside_incremental,1,2
1937,hillside_incremental,1,1
1938,hillside_incremental,1,2
1939,hillside_incremental,4,2
1940,hillside_incremental,4,2
1941,hillside_incremental,1,2
1942,hillside_incremental,2,2
1943,hillside_incremental,2,2
1944,hillside_incremental,4,2
1945,hillside_incremental,1,1
1946,hillside_incremental,1,1
1947,hillside_incremental,1,1
1948,hillside_incremental,1,2
1949,hillside_incremental,1,1
1950,hillside_incremental,1,1
1951,hillside_incremental,1,2
1952,hillside_incremental,4,2
1953,hillside_incremental,4,2
1954,hillside_incremental,4,2
1955,hillside_incremental,1,2
1956,hillside_incremental,1,1
1957,hillside_incremental,1,2
1958,hillside_incremental,2,2
1959,hillside_incremental,1,1
1960,hillside_incremental,1,1
1961,hillside_incremental,1,1
1962,hillside_incremental,1,1
1963,hillside_incremental,1,1
1964,hillside_incremental,1,1
1965,hillside_incremental,1,1
1966,hillside_incremental,4,3
1967,hillside_incremental,4,2
1968,hillside_incremental,4,2
1969,hillside_incremental,1,2
1970,hillside_incremental,1,1
1971,hillside_incremental,2,2
1972,hillside_incremental,1,1
1973,hillside_incremental,1,1
1974,hillside_incremental,4,2
1975,hillside_incremental,1,2
1976,hillside_incremental,4,2
1977,hillside_incremental,4,2
1978,hillside_incremental,1,1
1979,hillside_incremental,1,1
1980,hillside_incremental,2,2
1981,hillside_incremental,4,2
1982,hillside_incremental,4,2
1983,hillside_incremental,1,2
1984,hillside_incremental,1,1
1985,hillside_incremental,1,2
1986,hillside_incremental,1,1
1987,hillside_incremental,1,1
1988,hillside_incremental,1,1
1989,hillside_incremental,1,2
1990,hillside_incremental,2,2
1991,hillside_incremental,1,2
1992,hillside_incremental,4,2
1993,hillside_incremental,4,3
1994,hillside_incremental,4,3
1995,hillside_incremental,3,3
1996,hillside_incremental,4,2
1997,hillside_incremental,4,2
1998,hillside_incremental,4,2
1999,hillside_incremental,4,2
2000,hillside_incremental,4,2
2001,hillside_incremental,4,2
2002,hillside_incremental,1,2
2003,hillside_incremental,1,2
2004,hillside_incremental,4,2
2005,hillside_incremental,4,2
2006,hillside_incremental,1,1
2007,hillside_incremental,1,1
2008,hillside_incremental,4,2
2009,hillside_incremental,1,1
2010,hillside_incremental,1,1
2011,hillside_incremental,1,2
2012,hillside_incremental,1,2
2013,hillside_incremental,4,3
2014,hillside_incremental,4,2
2015,hillside_incremental,1,2
2016,hillside_incremental,4,2
2017,hillside_incremental,2,2
2018,hillside_incremental,4,2
2019,hillside_incremental,4,3
2020,hillside_incremental,1,2
2021,hillside_incremental,4,2
2022,hillside_incremental,4,2
2023,hillside_incremental,4,2
2024,hillside_incremental,4,2
2025,hillside_incremental,4,2
2026,hillside_incremental,1,1
2027,hillside_incremental,1,2
2028,hillside_incremental,1,1
2029,hillside_incremental,1,2
2030,hillside_incremental,1,2
2031,hillside_incremental,1,2
2032,hillside_incremental,1,1
2033,hillside_incremental,4,2
2034,hillside_incremental,2,2
2035,hillside_incremental,2,2
2036,hillside_incremental,2,2
2037,hillside_incremental,4,2
2038,hillside_incremental,4,3
2039,hillside_incremental,4,2
2040,hillside_incremental,4,2
2041,hillside_incremental,4,2
2042,hillside_incremental,4,2
2043,hillside_incremental,2,2
2044,hillside_incremental,2,2
2045,hillside_incremental,1,1
2046,hillside_incremental,1,1
2047,hillside_incremental,1,1
2048,hillside_incremental,1,1
2049,hillside_incremental,1,1
2050,hillside_incremental,1,1
2051,hillside_incremental,1,1
2052,hillside_incremental,1,1
2053,hillside_incremental,1,1
2054,hillside_incremental,4,2
2055,hillside_incremental,4,2
2056,hillside_incremental,2,2
2057,hillside_incremental,2,2
2058,hillside_incremental,4,2
2059,hillside_incremental,4,2
2060,hillside_incremental,4,3
2061,hillside_incremental,1,1
2062,hillside_incremental,1,1
2063,hillside_incremental,1,1
2064,hillside_incremental,1,1
2065,hillside_incremental,1,1
2066,hillside_incremental,1,1
2067,hillside_incremental,1,1
2068,hillside_incremental,1,1
2069,hillside_incremental,4,2
2070,hillside_incremental,2,2
2071,hillside_incremental,1,1
2072,hillside_incremental,1,1
2073,hillside_incremental,1,1
2074,hillside_incremental,1,1
2075,hillside_incremental,1,1
2076,hillside_incremental,1,1
2077,hillside_incremental,1,1
2078,hillside_incremental,1,1
2079,hillside_incremental,4,2
2080,hillside_incremental,4,2
2081,hillside_incremental,4,2
2082,hillside_incremental,2,2
2083,hillside_incremental,1,1
2084,hillside_incremental,1,1
2085,hillside_incremental,1,1
2086,hillside_incremental,1,1
2087,hillside_incremental,1,1
2088,hillside_incremental,1,1
2089,hillside_incremental,1,1
2090,hillside_incremental,1,1
2091,hillside_incremental,1,1
2092,hillside_incremental,1,1
2093,hillside_incremental,1,1
2094,hillside_incremental,1,1
2095,hillside_incremental,2,2
2096,hillside_incremental,4,2
2097,hillside_incremental,4,2
2098,hillside_incremental,4,2
2099,hillside_incremental,1,1
2100,hillside_incremental,1,1
2101,hillside_incremental,1,1
2102,hillside_incremental,1,1
2103,hillside_incremental,1,1
2104,hillside_incremental,1,1
2105,hillside_incremental,1,1
2106,hillside_incremental,1,1
2107,hillside_incremental,1,1
2108,hillside_incremental,1,1
2109,hillside_incremental,1,2
2110,hillside_incremental,4,2
2111,hillside_incremental,4,2
2112,hillside_incremental,4,2
2113,hillside_incremental,1,2
2114,hillside_incremental,1,1
2115,hillside_incremental,1,1
2116,hillside_incremental,1,1
2117,hillside_incremental,1,1
2118,hillside_incremental,1,1
2119,hillside_incremental,1,1
2120,hillside_incremental,1,1
2121,hillside_incremental,1,1
2122,hillside_incremental,2,2
2123,hillside_incremental,4,2
