sample_id,stratum_name,cl250,cl500
1087,apartment_block,2,2
1088,apartment_block,1,1
1089,apartment_block,1,1
1090,apartment_block,1,1
1091,apartment_block,1,1
1092,apartment_block,1,1
1093,apartment_block,1,1
1094,apartment_block,1,1
1095,apartment_block,1,1
1096,apartment_block,1,1
1097,apartment_block,4,2
1098,apartment_block,4,2
1099,apartment_block,4,2
1100,apartment_block,4,2
1101,apartment_block,2,2
1102,apartment_block,2,2
1103,apartment_block,4,2
1104,apartment_block,2,2
1105,apartment_block,1,1
1106,apartment_block,1,1
1107,apartment_block,1,1
1108,apartment_block,1,1
1109,apartment_block,1,1
1110,apartment_block,1,1
1111,apartment_block,1,1
1112,apartment_block,1,1
1113,apartment_block,1,1
1114,apartment_block,1,1
1115,apartment_block,2,1
1116,apartment_block,2,2
1117,apartment_block,2,2
1118,apartment_block,2,2
1119,apartment_block,2,2
1120,apartment_block,2,2
1121,apartment_block,2,2
1122,apartment_block,2,2
1123,apartment_block,4,2
1124,apartment_block,2,2
1125,apartment_block,2,1
1126,apartment_block,1,1
1127,apartment_block,1,1
1128,apartment_block,1,1
1129,apartment_block,1,1
1130,apartment_block,1,1
1131,apartment_block,1,1
1132,apartment_block,1,1
1133,apartment_block,1,1
1134,apartment_block,1,1
1135,apartment_block,1,1
1136,apartment_block,2,2
1137,apartment_block,4,2
1138,apartment_block,2,3
1139,apartment_block,2,2
1140,apartment_block,4,2
1141,apartment_block,2,2
1142,apartment_block,2,2
1143,apartment_block,2,2
1144,apartment_block,4,2
1145,apartment_block,2,2
1146,apartment_block,2,2
1147,apartment_block,2,1
1148,apartment_block,1,1
1149,apartment_block,1,1
1150,apartment_block,1,1
1151,apartment_block,1,1
1152,apartment_block,1,1
1153,apartment_block,1,1
