cluster_id,bld_cov,far,mean_floors,bld_mean_area,bld_mean_shape,bld_orient,str_dens_800,inter_dens_800,node_dens_800,mean_seg_800,orient_ent_800,f_green,slope_mean,lst_summer
1,0.3252313256006159,1.4019310276099126,4.329603633195768,342.93809480081774,1.2250391262624787,18.223607778865293,13.732936093055839,150.2570531898698,448.6633039244935,27.742485536932378,0.881962402442607,0.12404361665502747,8.071706112679273,43.242444832455845
2,0.020201435085631058,0.028607003117333253,1.3087663386812725,1494.6704704702224,1.2378357698950162,13.244034653521124,0.6937597276833615,0.28006634403306824,6.146973378518894,138.68359701232185,0.23954268527740738,0.5194873807282703,3.227532304209407,44.57323167300918
3,0.046440708479538205,0.10116371383540476,1.8140117886594282,454.5025722428796,1.2085021628033803,17.483614791993865,2.7524976144375177,17.73411638694845,79.9860958283619,41.14610979245558,0.7585374652477469,0.5353006257823677,6.795191013818113,42.945957432255646
4,0.18568508683599927,0.5057990088888589,2.6026983969164617,2012.290472031026,1.281037103494891,15.926846109745062,5.418322989787104,43.91041991684767,147.3832077460189,39.195876792475325,0.7699759892971424,0.22536666700266386,5.38470195847537,44.034123473696624
